First Name,Last Name,Mailing Address,Mailing City,Mailing State,Mailing Zip,Property Address,Property City,Property State,Property Zip,Lead Type,Document Type,Date Filed,Document Number,Amount/Debt Owed,Appraised Value,Seller Score,Motivated Seller Flags,Year Built,Sq Ft,Bedrooms,Bathrooms,Source,Public Records URL
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,006929003G0170000,,,30,Vacant / no homestead,2010,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=006929003G0170000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000818298460000,,,30,Vacant / no homestead,1962,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000818298460000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000310939000000,,,30,Vacant / no homestead,2009,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000310939000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,42169501150070000,,,30,Vacant / no homestead,1959,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=42169501150070000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000314758000000,,,30,Vacant / no homestead,1927,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000314758000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,22150620030110000,,,30,Vacant / no homestead,1978,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=22150620030110000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000395416000000,,,30,Vacant / no homestead,1954,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000395416000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,26683640140040000,,,30,Vacant / no homestead,1981,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=26683640140040000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,003327000510A0000,,,30,Vacant / no homestead,1985,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=003327000510A0000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,42104200010150000,,,30,Vacant / no homestead,1979,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=42104200010150000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,180062000D0410000,,,30,Vacant / no homestead,1989,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=180062000D0410000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,14078300060080000,,,30,Vacant / no homestead,1995,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=14078300060080000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000593560000000,,,30,Vacant / no homestead,1963,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000593560000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000479341000000,,,30,Vacant / no homestead,1960,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000479341000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,28013500010010300,,,30,Vacant / no homestead,1921,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=28013500010010300
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000515509600000,,,30,Vacant / no homestead,1977,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000515509600000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,22079500090070000,,,30,Vacant / no homestead,1992,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=22079500090070000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,180063000B0180000,,,30,Vacant / no homestead,1998,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=180063000B0180000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,16036500010060000,,,30,Vacant / no homestead,1947,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=16036500010060000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,42176501430020000,,,30,Vacant / no homestead,1962,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=42176501430020000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,200588000A0010000,,,30,Vacant / no homestead,1999,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=200588000A0010000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000709849000000,,,30,Vacant / no homestead,1954,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000709849000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,22135100530140000,,,30,Vacant / no homestead,1981,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=22135100530140000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,42243500080240000,,,30,Vacant / no homestead,1974,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=42243500080240000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000801190610000,,,30,Vacant / no homestead,1974,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000801190610000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000732097000000,,,30,Vacant / no homestead,1962,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000732097000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,12018500060100000,,,30,Vacant / no homestead,1971,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=12018500060100000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000820413240000,,,30,Vacant / no homestead,1978,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000820413240000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,36059500080270000,,,30,Vacant / no homestead,1976,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=36059500080270000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000591163000000,,,30,Vacant / no homestead,1959,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000591163000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,26421600040290000,,,30,Vacant / no homestead,1974,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=26421600040290000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,42151500050010000,,,30,Vacant / no homestead,1963,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=42151500050010000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000764446000000,,,30,Vacant / no homestead,1966,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000764446000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000309382000000,,,30,Vacant / no homestead,1938,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000309382000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000546745000000,,,30,Vacant / no homestead,1952,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000546745000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,16039540020050000,,,30,Vacant / no homestead,1994,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=16039540020050000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000550837000000,,,30,Vacant / no homestead,1949,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000550837000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000421942000000,,,30,Vacant / no homestead,1950,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000421942000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,20042500110020000,,,30,Vacant / no homestead,1971,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=20042500110020000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,44023590PP0050000,,,30,Vacant / no homestead,2001,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=44023590PP0050000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,005250000E0130000,,,30,Vacant / no homestead,2000,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=005250000E0130000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,201126400A0220000,,,30,Vacant / no homestead,2003,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=201126400A0220000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,381574000F0340000,,,30,Vacant / no homestead,1990,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=381574000F0340000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,26460550010220000,,,30,Vacant / no homestead,1981,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=26460550010220000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000308107000000,,,30,Vacant / no homestead,1950,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000308107000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000799889480000,,,30,Vacant / no homestead,1968,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000799889480000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,26308800030050000,,,30,Vacant / no homestead,1977,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=26308800030050000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000276913000000,,,30,Vacant / no homestead,1930,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000276913000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,0069490G000140000,,,30,Vacant / no homestead,1987,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=0069490G000140000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000378745000000,,,30,Vacant / no homestead,1951,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000378745000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000437503000000,,,30,Vacant / no homestead,1950,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000437503000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,200701000D0130000,,,30,Vacant / no homestead,2000,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=200701000D0130000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,28156500180130000,,,30,Vacant / no homestead,1972,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=28156500180130000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,32451500060170000,,,30,Vacant / no homestead,1954,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=32451500060170000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,26123500030480000,,,30,Vacant / no homestead,1953,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=26123500030480000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,14009500070130000,,,30,Vacant / no homestead,1963,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=14009500070130000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000464338000000,,,30,Vacant / no homestead,1948,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000464338000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00C59050000J01039,,,30,Vacant / no homestead,1982,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00C59050000J01039
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,14104500020080000,,,30,Vacant / no homestead,1962,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=14104500020080000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000414553000000,,,30,Vacant / no homestead,1965,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000414553000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,26415700070160000,,,30,Vacant / no homestead,1978,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=26415700070160000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,36022500050070000,,,30,Vacant / no homestead,1961,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=36022500050070000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000318115000000,,,30,Vacant / no homestead,1940,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000318115000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,28220900100150000,,,30,Vacant / no homestead,1978,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=28220900100150000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000734692430000,,,30,Vacant / no homestead,1980,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000734692430000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,0075700A000270000,,,30,Vacant / no homestead,1995,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=0075700A000270000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,26512660070170000,,,30,Vacant / no homestead,1984,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=26512660070170000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,27691600000050000,,,30,Vacant / no homestead,1965,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=27691600000050000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000764948120000,,,30,Vacant / no homestead,1970,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000764948120000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,20092550050240000,,,30,Vacant / no homestead,1985,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=20092550050240000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,42077500130250000,,,30,Vacant / no homestead,1962,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=42077500130250000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000374626000000,,,30,Vacant / no homestead,1940,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000374626000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,32556600040280000,,,30,Vacant / no homestead,1979,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=32556600040280000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000436108000000,,,30,Vacant / no homestead,1948,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000436108000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,26239060030250000,,,30,Vacant / no homestead,1986,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=26239060030250000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000791103100000,,,30,Vacant / no homestead,1977,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000791103100000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,42209650050150000,,,30,Vacant / no homestead,1999,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=42209650050150000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000289594000000,,,30,Vacant / no homestead,1925,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000289594000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000799933640000,,,30,Vacant / no homestead,1976,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000799933640000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,22074800600120000,,,30,Vacant / no homestead,1982,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=22074800600120000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00C01270000000122,,,30,Vacant / no homestead,1984,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00C01270000000122
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,26300500040130000,,,30,Vacant / no homestead,1968,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=26300500040130000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,20069500090100000,,,30,Vacant / no homestead,1973,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=20069500090100000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,270280000E0170000,,,30,Vacant / no homestead,2000,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=270280000E0170000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,200332600B0090000,,,30,Vacant / no homestead,2015,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=200332600B0090000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,38198540040120000,,,30,Vacant / no homestead,1982,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=38198540040120000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,20079570050020000,,,30,Vacant / no homestead,1999,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=20079570050020000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,44023050010390000,,,30,Vacant / no homestead,1984,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=44023050010390000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000799566500000,,,30,Vacant / no homestead,1974,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000799566500000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,42254950030140000,,,30,Vacant / no homestead,1981,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=42254950030140000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,22005500040130000,,,30,Vacant / no homestead,1962,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=22005500040130000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,26572600050140000,,,30,Vacant / no homestead,1977,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=26572600050140000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,75045510038560000,,,30,Vacant / no homestead,2009,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=75045510038560000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,28243210090010000,,,30,Vacant / no homestead,1987,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=28243210090010000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,42204500120010000,,,30,Vacant / no homestead,1959,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=42204500120010000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000293875000000,,,30,Vacant / no homestead,1925,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000293875000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,180024500B0010000,,,30,Vacant / no homestead,1993,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=180024500B0010000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,65090058010130000,,,30,Vacant / no homestead,1930,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=65090058010130000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,26012420120020000,,,30,Vacant / no homestead,1979,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=26012420120020000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000820755220000,,,30,Vacant / no homestead,1978,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000820755220000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,26426500020020000,,,30,Vacant / no homestead,1954,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=26426500020020000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,180068700B0270000,,,30,Vacant / no homestead,1987,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=180068700B0270000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000624440880000,,,30,Vacant / no homestead,1982,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000624440880000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000499384000000,,,30,Vacant / no homestead,1961,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000499384000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000144541000000,,,30,Vacant / no homestead,2004,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000144541000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,44023050130090000,,,30,Vacant / no homestead,1984,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=44023050130090000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000716308000000,,,30,Vacant / no homestead,1955,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000716308000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,007542000A0040000,,,30,Vacant / no homestead,1992,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=007542000A0040000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000593824000000,,,30,Vacant / no homestead,1959,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000593824000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,18005460070480000,,,30,Vacant / no homestead,1986,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=18005460070480000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,282432300202R0000,,,30,Vacant / no homestead,1995,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=282432300202R0000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,266837000307R0000,,,30,Vacant / no homestead,1991,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=266837000307R0000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,26683600010100000,,,30,Vacant / no homestead,1985,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=26683600010100000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,60043500010050000,,,30,Vacant / no homestead,2013,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=60043500010050000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,200390000B0390000,,,30,Vacant / no homestead,2011,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=200390000B0390000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,60084500280050000,,,30,Vacant / no homestead,2005,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=60084500280050000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000579703000000,,,30,Vacant / no homestead,1960,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000579703000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,32417050000H01221,,,30,Vacant / no homestead,1975,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=32417050000H01221
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,220748700F0190000,,,30,Vacant / no homestead,1983,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=220748700F0190000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,200332700M0030000,,,30,Vacant / no homestead,2015,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=200332700M0030000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,480160200P0160000,,,30,Vacant / no homestead,2000,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=480160200P0160000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,00000661177000000,,,30,Vacant / no homestead,1957,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=00000661177000000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,36087900020100000,,,30,Vacant / no homestead,1994,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=36087900020100000
,,,,TX,,,Dallas,TX,,Property Record,CAD,2026-04-13,26485500030410000,,,30,Vacant / no homestead,1959,,,,Dallas CAD (dallascad.org),https://www.dallascad.org/AcctDetailRes.aspx?crypt=26485500030410000
